ÀÏÀÚ,¼Û±Ý,,ÇöÂû,,¸Å¸Å±âÁØÀ²,±âÁØÈ¯À²,´ë¹ÌÈ¯»êÀ²
,º¸³»½Ç¶§,¹ÞÀ¸½Ç¶§,»ç½Ç¶§,ÆÄ½Ç¶§,(ÀüÀÏ´ëºñ),,
2014.10.15,"1,074.80","1,054.20","1,083.12","1,045.88","1,064.50","1,063.50",1.0000
2014.10.14,"1,074.80","1,054.20","1,083.12","1,045.88","1,064.50ÇÏ¶ô-3.50","1,069.10",1.0000
2014.10.13,"1,078.30","1,057.70","1,086.69","1,049.31","1,068.00ÇÏ¶ô-5.00","1,071.00",1.0000
2014.10.10,"1,083.40","1,062.60","1,091.77","1,054.23","1,073.00ÇÏ¶ô-1.00","1,072.30",1.0000
2014.10.08,"1,084.40","1,063.60","1,092.79","1,055.21","1,074.00»ó½Â6.00","1,066.50",1.0000
2014.10.07,"1,078.30","1,057.70","1,086.69","1,049.31","1,068.00","1,069.70",1.0000
2014.10.06,"1,078.30","1,057.70","1,086.69","1,049.31","1,068.00»ó½Â7.00","1,061.10",1.0000
2014.10.02,"1,071.20","1,050.80","1,079.56","1,042.44","1,061.00ÇÏ¶ô-2.50","1,062.10",1.0000
2014.10.01,"1,073.80","1,053.20","1,082.11","1,044.89","1,063.50»ó½Â8.50","1,054.70",1.0000
2014.09.30,"1,065.20","1,044.80","1,073.46","1,036.54","1,055.00ÇÏ¶ô-1.00","1,050.60",1.0000
2014.09.29,"1,066.20","1,045.80","1,074.48","1,037.52","1,056.00»ó½Â11.50","1,042.70",1.0000
2014.09.26,"1,054.60","1,034.40","1,062.77","1,026.23","1,044.50»ó½Â1.00","1,042.60",1.0000
2014.09.25,"1,053.60","1,033.40","1,061.76","1,025.24","1,043.50»ó½Â5.50","1,039.80",1.0000
2014.09.24,"1,048.00","1,028.00","1,056.16","1,019.84","1,038.00ÇÏ¶ô-2.00","1,042.10",1.0000
2014.09.23,"1,050.00","1,030.00","1,058.20","1,021.80","1,040.00ÇÏ¶ô-3.00","1,040.70",1.0000
2014.09.22,"1,053.10","1,032.90","1,061.25","1,024.75","1,043.00ÇÏ¶ô-1.00","1,044.90",1.0000
2014.09.19,"1,054.10","1,033.90","1,062.27","1,025.73","1,044.00»ó½Â4.50","1,041.50",1.0000
2014.09.18,"1,049.50","1,029.50","1,057.69","1,021.31","1,039.50»ó½Â4.50","1,033.90",1.0000
2014.09.17,"1,045.00","1,025.00","1,053.11","1,016.89","1,035.00ÇÏ¶ô-1.00","1,035.20",1.0000
2014.09.16,"1,046.00","1,026.00","1,054.13","1,017.87","1,036.00ÇÏ¶ô-2.50","1,038.90",1.0000
2014.09.15,"1,048.50","1,028.50","1,056.67","1,020.33","1,038.50»ó½Â4.50","1,038.00",1.0000
2014.09.12,"1,044.00","1,024.00","1,052.09","1,015.91","1,034.00ÇÏ¶ô-2.00","1,034.40",1.0000
2014.09.11,"1,046.00","1,026.00","1,054.13","1,017.87","1,036.00»ó½Â11.00","1,024.60",1.0000
2014.09.05,"1,034.90","1,015.10","1,042.93","1,007.07","1,025.00»ó½Â7.00","1,018.00",1.0000
2014.09.04,"1,027.80","1,008.20","1,035.81","1,000.19","1,018.00ÇÏ¶ô-1.00","1,018.90",1.0000
2014.09.03,"1,028.80","1,009.20","1,036.83","1,001.17","1,019.00»ó½Â0.50","1,015.60",1.0000
2014.09.02,"1,028.30","1,008.70","1,036.32","1,000.68","1,018.50»ó½Â6.00","1,014.30",1.0000
2014.09.01,"1,022.30","1,002.70","1,030.21",994.79,"1,012.50ÇÏ¶ô-1.50","1,014.90",1.0000
2014.08.29,"1,023.80","1,004.20","1,031.74",996.26,"1,014.00ÇÏ¶ô-0.80","1,013.60",1.0000
2014.08.28,"1,024.60","1,005.00","1,032.55",997.05,"1,014.80»ó½Â0.80","1,014.60",1.0000
2014.08.27,"1,023.80","1,004.20","1,031.74",996.26,"1,014.00ÇÏ¶ô-3.00","1,018.00",1.0000
2014.08.26,"1,026.80","1,007.20","1,034.79",999.21,"1,017.00ÇÏ¶ô-3.00","1,020.60",1.0000
2014.08.25,"1,029.80","1,010.20","1,037.85","1,002.15","1,020.00»ó½Â2.00","1,019.50",1.0000
2014.08.22,"1,027.80","1,008.20","1,035.81","1,000.19","1,018.00ÇÏ¶ô-4.50","1,023.90",1.0000
2014.08.21,"1,032.40","1,012.60","1,040.39","1,004.61","1,022.50»ó½Â0.50","1,020.90",1.0000
2014.08.20,"1,031.90","1,012.10","1,039.88","1,004.12","1,022.00»ó½Â4.00","1,018.00",1.0000
2014.08.19,"1,027.80","1,008.20","1,035.81","1,000.19","1,018.00»ó½Â0.50","1,017.70",1.0000
2014.08.18,"1,027.30","1,007.70","1,035.30",999.70,"1,017.50ÇÏ¶ô-4.00","1,024.90",1.0000
2014.08.14,"1,031.40","1,011.60","1,039.37","1,003.63","1,021.50ÇÏ¶ô-7.80","1,028.10",1.0000
2014.08.13,"1,039.20","1,019.40","1,047.31","1,011.29","1,029.30»ó½Â1.30","1,028.30",1.0000
2014.08.12,"1,037.90","1,018.10","1,045.99","1,010.01","1,028.00ÇÏ¶ô-2.50","1,030.60",1.0000
2014.08.11,"1,040.40","1,020.60","1,048.53","1,012.47","1,030.50ÇÏ¶ô-4.50","1,037.40",1.0000
2014.08.08,"1,045.00","1,025.00","1,053.11","1,016.89","1,035.00ÇÏ¶ô-2.00","1,034.40",1.0000
2014.08.07,"1,047.00","1,027.00","1,055.14","1,018.86","1,037.00»ó½Â4.00","1,034.30",1.0000
2014.08.06,"1,043.00","1,023.00","1,051.07","1,014.93","1,033.00»ó½Â3.50","1,030.80",1.0000
2014.08.05,"1,039.40","1,019.60","1,047.51","1,011.49","1,029.50ÇÏ¶ô-3.50","1,031.70",1.0000
2014.08.04,"1,043.00","1,023.00","1,051.07","1,014.93","1,033.00ÇÏ¶ô-4.50","1,033.70",1.0000
2014.08.01,"1,047.50","1,027.50","1,055.65","1,019.35","1,037.50»ó½Â7.00","1,026.20",1.0000
2014.07.31,"1,040.40","1,020.60","1,048.53","1,012.47","1,030.50»ó½Â6.50","1,024.30",1.0000
2014.07.30,"1,033.90","1,014.10","1,041.92","1,006.08","1,024.00ÇÏ¶ô-0.50","1,024.70",1.0000
2014.07.29,"1,034.40","1,014.60","1,042.42","1,006.58","1,024.50ÇÏ¶ô-1.50","1,025.20",1.0000
2014.07.28,"1,035.90","1,016.10","1,043.95","1,008.05","1,026.00ÇÏ¶ô-1.00","1,029.40",1.0000
2014.07.25,"1,036.90","1,017.10","1,044.97","1,009.03","1,027.00ÇÏ¶ô-1.50","1,028.00",1.0000
2014.07.24,"1,038.40","1,018.60","1,046.49","1,010.51","1,028.50»ó½Â4.50","1,022.80",1.0000
2014.07.23,"1,033.90","1,014.10","1,041.92","1,006.08","1,024.00ÇÏ¶ô-1.00","1,024.60",1.0000
2014.07.22,"1,034.90","1,015.10","1,042.93","1,007.07","1,025.00ÇÏ¶ô-2.50","1,027.50",1.0000
2014.07.21,"1,037.40","1,017.60","1,045.48","1,009.52","1,027.50ÇÏ¶ô-2.50","1,031.90",1.0000
2014.07.18,"1,039.90","1,020.10","1,048.02","1,011.98","1,030.00»ó½Â2.50","1,029.60",1.0000
2014.07.17,"1,037.40","1,017.60","1,045.48","1,009.52","1,027.50ÇÏ¶ô-2.50","1,032.70",1.0000
2014.07.16,"1,039.90","1,020.10","1,048.02","1,011.98","1,030.00»ó½Â3.00","1,023.70",1.0000
2014.07.15,"1,036.90","1,017.10","1,044.97","1,009.03","1,027.00»ó½Â8.50","1,018.50",1.0000
2014.07.14,"1,028.30","1,008.70","1,036.32","1,000.68","1,018.50ÇÏ¶ô-0.50","1,018.00",1.0000
2014.07.11,"1,028.80","1,009.20","1,036.83","1,001.17","1,019.00»ó½Â5.00","1,011.90",1.0000
2014.07.10,"1,023.80","1,004.20","1,031.74",996.26,"1,014.00»ó½Â2.00","1,012.20",1.0000
2014.07.09,"1,021.80","1,002.20","1,029.71",994.29,"1,012.00»ó½Â0.50","1,011.20",1.0000
2014.07.08,"1,021.30","1,001.70","1,029.20",993.80,"1,011.50ÇÏ¶ô-0.50","1,009.90",1.0000
2014.07.07,"1,021.80","1,002.20","1,029.71",994.29,"1,012.00»ó½Â2.50","1,008.90",1.0000
2014.07.04,"1,019.20",999.80,"1,027.16",991.84,"1,009.50»ó½Â0.50","1,009.60",1.0000
2014.07.03,"1,018.70",999.30,"1,026.65",991.35,"1,009.00»ó½Â1.00","1,009.80",1.0000
2014.07.02,"1,017.70",998.30,"1,025.64",990.36,"1,008.00ÇÏ¶ô-3.00","1,011.80",1.0000
2014.07.01,"1,020.80","1,001.20","1,028.69",993.31,"1,011.00ÇÏ¶ô-0.50","1,012.10",1.0000
2014.06.30,"1,021.30","1,001.70","1,029.20",993.80,"1,011.50ÇÏ¶ô-3.00","1,014.40",1.0000
2014.06.27,"1,024.30","1,004.70","1,032.25",996.75,"1,014.50ÇÏ¶ô-1.50","1,017.00",1.0000
2014.06.26,"1,025.80","1,006.20","1,033.78",998.22,"1,016.00ÇÏ¶ô-4.00","1,020.60",1.0000
2014.06.25,"1,029.80","1,010.20","1,037.85","1,002.15","1,020.00»ó½Â2.00","1,018.00",1.0000
2014.06.24,"1,027.80","1,008.20","1,035.81","1,000.19","1,018.00ÇÏ¶ô-1.50","1,018.40",1.0000
2014.06.23,"1,029.30","1,009.70","1,037.34","1,001.66","1,019.50ÇÏ¶ô-1.50","1,019.60",1.0000
2014.06.20,"1,030.90","1,011.10","1,038.86","1,003.14","1,021.00»ó½Â3.00","1,018.30",1.0000
2014.06.19,"1,027.80","1,008.20","1,035.81","1,000.19","1,018.00ÇÏ¶ô-5.00","1,023.10",1.0000
2014.06.18,"1,032.90","1,013.10","1,040.90","1,005.10","1,023.00»ó½Â1.50","1,022.10",1.0000
2014.06.17,"1,031.40","1,011.60","1,039.37","1,003.63","1,021.50»ó½Â0.50","1,019.50",1.0000
2014.06.16,"1,030.90","1,011.10","1,038.86","1,003.14","1,021.00»ó½Â2.50","1,018.00",1.0000
2014.06.13,"1,028.30","1,008.70","1,036.32","1,000.68","1,018.50»ó½Â1.20","1,017.50",1.0000
2014.06.12,"1,027.10","1,007.50","1,035.10",999.50,"1,017.30»ó½Â0.30","1,016.50",1.0000
2014.06.11,"1,026.80","1,007.20","1,034.79",999.21,"1,017.00","1,016.50",1.0000
2014.06.10,"1,026.80","1,007.20","1,034.79",999.21,"1,017.00»ó½Â0.50","1,017.40",1.0000
2014.06.09,"1,026.30","1,006.70","1,034.28",998.72,"1,016.50ÇÏ¶ô-5.00","1,022.60",1.0000
2014.06.05,"1,031.40","1,011.60","1,039.37","1,003.63","1,021.50ÇÏ¶ô-2.50","1,024.30",1.0000
2014.06.03,"1,033.90","1,014.10","1,041.92","1,006.08","1,024.00","1,023.60",1.0000
2014.06.02,"1,033.90","1,014.10","1,041.92","1,006.08","1,024.00»ó½Â3.70","1,020.40",1.0000
2014.05.30,"1,030.10","1,010.50","1,038.15","1,002.45","1,020.30»ó½Â2.80","1,021.60",1.0000
2014.05.29,"1,027.30","1,007.70","1,035.30",999.70,"1,017.50ÇÏ¶ô-3.50","1,022.60",1.0000
2014.05.28,"1,030.90","1,011.10","1,038.86","1,003.14","1,021.00ÇÏ¶ô-2.50","1,023.40",1.0000
2014.05.27,"1,033.40","1,013.60","1,041.41","1,005.59","1,023.50","1,023.90",1.0000
2014.05.26,"1,033.40","1,013.60","1,041.41","1,005.59","1,023.50ÇÏ¶ô-2.00","1,024.30",1.0000
2014.05.23,"1,035.40","1,015.60","1,043.44","1,007.56","1,025.50»ó½Â1.50","1,025.20",1.0000
2014.05.22,"1,033.90","1,014.10","1,041.92","1,006.08","1,024.00ÇÏ¶ô-2.00","1,026.70",1.0000
2014.05.21,"1,035.90","1,016.10","1,043.95","1,008.05","1,026.00»ó½Â1.00","1,024.10",1.0000
2014.05.20,"1,034.90","1,015.10","1,042.93","1,007.07","1,025.00»ó½Â3.00","1,022.70",1.0000
2014.05.19,"1,031.90","1,012.10","1,039.88","1,004.12","1,022.00ÇÏ¶ô-3.00","1,025.80",1.0000
2014.05.16,"1,034.90","1,015.10","1,042.93","1,007.07","1,025.00ÇÏ¶ô-1.00","1,026.50",1.0000
2014.05.15,"1,035.90","1,016.10","1,043.95","1,008.05","1,026.00»ó½Â0.50","1,024.60",1.0000
2014.05.14,"1,035.40","1,015.60","1,043.44","1,007.56","1,025.50»ó½Â3.50","1,022.90",1.0000
2014.05.13,"1,031.90","1,012.10","1,039.88","1,004.12","1,022.00ÇÏ¶ô-2.50","1,025.00",1.0000
2014.05.12,"1,034.40","1,014.60","1,042.42","1,006.58","1,024.50ÇÏ¶ô-1.50","1,023.00",1.0000
2014.05.09,"1,035.90","1,016.10","1,043.95","1,008.05","1,026.00»ó½Â4.00","1,023.50",1.0000
2014.05.08,"1,031.90","1,012.10","1,039.88","1,004.12","1,022.00ÇÏ¶ô-2.00","1,025.60",1.0000
2014.05.07,"1,033.90","1,014.10","1,041.92","1,006.08","1,024.00ÇÏ¶ô-5.50","1,031.20",1.0000
2014.05.02,"1,039.40","1,019.60","1,047.51","1,011.49","1,029.50ÇÏ¶ô-2.50","1,032.20",1.0000
2014.04.30,"1,042.00","1,022.00","1,050.06","1,013.94","1,032.00»ó½Â2.00","1,031.70",1.0000
2014.04.29,"1,039.90","1,020.10","1,048.02","1,011.98","1,030.00ÇÏ¶ô-4.50","1,037.10",1.0000
2014.04.28,"1,044.50","1,024.50","1,052.60","1,016.40","1,034.50ÇÏ¶ô-6.00","1,038.90",1.0000
2014.04.25,"1,050.50","1,030.50","1,058.70","1,022.30","1,040.50»ó½Â0.50","1,038.30",1.0000
2014.04.24,"1,050.00","1,030.00","1,058.20","1,021.80","1,040.00»ó½Â0.50","1,039.50",1.0000
2014.04.23,"1,049.50","1,029.50","1,057.69","1,021.31","1,039.50»ó½Â1.00","1,039.60",1.0000
2014.04.22,"1,048.50","1,028.50","1,056.67","1,020.33","1,038.50ÇÏ¶ô-0.50","1,037.90",1.0000
2014.04.21,"1,049.00","1,029.00","1,057.18","1,020.82","1,039.00»ó½Â0.50","1,037.20",1.0000
2014.04.18,"1,048.50","1,028.50","1,056.67","1,020.33","1,038.50ÇÏ¶ô-1.00","1,037.10",1.0000
2014.04.17,"1,049.50","1,029.50","1,057.69","1,021.31","1,039.50»ó½Â1.00","1,041.30",1.0000
2014.04.16,"1,048.50","1,028.50","1,056.67","1,020.33","1,038.50ÇÏ¶ô-3.00","1,041.20",1.0000
2014.04.15,"1,051.60","1,031.40","1,059.72","1,023.28","1,041.50","1,038.90",1.0000
2014.04.14,"1,051.60","1,031.40","1,059.72","1,023.28","1,041.50»ó½Â5.50","1,037.50",1.0000
2014.04.11,"1,046.00","1,026.00","1,054.13","1,017.87","1,036.00ÇÏ¶ô-2.00","1,036.00",1.0000
2014.04.10,"1,048.00","1,028.00","1,056.16","1,019.84","1,038.00ÇÏ¶ô-1.50","1,043.20",1.0000
2014.04.09,"1,049.50","1,029.50","1,057.69","1,021.31","1,039.50ÇÏ¶ô-9.00","1,053.60",1.0000
2014.04.08,"1,058.60","1,038.40","1,066.84","1,030.16","1,048.50ÇÏ¶ô-6.50","1,053.40",1.0000
2014.04.07,"1,065.20","1,044.80","1,073.46","1,036.54","1,055.00»ó½Â0.50","1,056.10",1.0000
2014.04.04,"1,064.70","1,044.30","1,072.95","1,036.05","1,054.50ÇÏ¶ô-3.00","1,058.10",1.0000
2014.04.03,"1,067.70","1,047.30","1,076.00","1,039.00","1,057.50ÇÏ¶ô-0.50","1,057.00",1.0000
2014.04.02,"1,068.20","1,047.80","1,076.51","1,039.49","1,058.00","1,060.50",1.0000
2014.04.01,"1,068.20","1,047.80","1,076.51","1,039.49","1,058.00ÇÏ¶ô-5.00","1,066.10",1.0000
2014.03.31,"1,073.30","1,052.70","1,081.60","1,044.40","1,063.00ÇÏ¶ô-5.50","1,068.80",1.0000
2014.03.28,"1,078.80","1,058.20","1,087.19","1,049.81","1,068.50ÇÏ¶ô-4.30","1,072.80",1.0000
2014.03.27,"1,083.20","1,062.40","1,091.57","1,054.03","1,072.80ÇÏ¶ô-2.70","1,075.00",1.0000
2014.03.26,"1,085.90","1,065.10","1,094.32","1,056.68","1,075.50ÇÏ¶ô-2.50","1,078.20",1.0000
2014.03.25,"1,088.40","1,067.60","1,096.86","1,059.14","1,078.00»ó½Â1.50","1,079.70",1.0000
2014.03.24,"1,086.90","1,066.10","1,095.33","1,057.67","1,076.50ÇÏ¶ô-3.50","1,080.30",1.0000
2014.03.21,"1,090.40","1,069.60","1,098.90","1,061.10","1,080.00»ó½Â4.50","1,075.30",1.0000
2014.03.20,"1,085.90","1,065.10","1,094.32","1,056.68","1,075.50»ó½Â6.50","1,070.70",1.0000
2014.03.19,"1,079.30","1,058.70","1,087.70","1,050.30","1,069.00ÇÏ¶ô-2.00","1,067.90",1.0000
2014.03.18,"1,081.30","1,060.70","1,089.74","1,052.26","1,071.00»ó½Â3.50","1,069.90",1.0000
2014.03.17,"1,077.80","1,057.20","1,086.18","1,048.82","1,067.50ÇÏ¶ô-3.00","1,072.00",1.0000
2014.03.14,"1,080.80","1,060.20","1,089.23","1,051.77","1,070.50»ó½Â2.50","1,067.40",1.0000
2014.03.13,"1,078.30","1,057.70","1,086.69","1,049.31","1,068.00ÇÏ¶ô-3.50","1,069.20",1.0000
2014.03.12,"1,081.80","1,061.20","1,090.25","1,052.75","1,071.50»ó½Â6.50","1,064.80",1.0000
2014.03.11,"1,075.30","1,054.70","1,083.63","1,046.37","1,065.00ÇÏ¶ô-1.50","1,065.90",1.0000
2014.03.10,"1,076.80","1,056.20","1,085.16","1,047.84","1,066.50»ó½Â5.50","1,062.60",1.0000
2014.03.07,"1,071.20","1,050.80","1,079.56","1,042.44","1,061.00ÇÏ¶ô-4.00","1,067.40",1.0000
2014.03.06,"1,075.30","1,054.70","1,083.63","1,046.37","1,065.00ÇÏ¶ô-5.50","1,070.60",1.0000
2014.03.05,"1,080.80","1,060.20","1,089.23","1,051.77","1,070.50ÇÏ¶ô-1.00","1,072.00",1.0000
2014.03.04,"1,081.80","1,061.20","1,090.25","1,052.75","1,071.50»ó½Â0.50","1,071.90",1.0000
2014.03.03,"1,081.30","1,060.70","1,089.74","1,052.26","1,071.00»ó½Â3.50","1,066.20",1.0000
2014.02.28,"1,077.80","1,057.20","1,086.18","1,048.82","1,067.50ÇÏ¶ô-0.50","1,067.70",1.0000
2014.02.27,"1,078.30","1,057.70","1,086.69","1,049.31","1,068.00»ó½Â1.50","1,069.90",1.0000
2014.02.26,"1,076.80","1,056.20","1,085.16","1,047.84","1,066.50ÇÏ¶ô-6.50","1,070.60",1.0000
2014.02.25,"1,083.40","1,062.60","1,091.77","1,054.23","1,073.00ÇÏ¶ô-0.50","1,076.30",1.0000
2014.02.24,"1,083.90","1,063.10","1,092.28","1,054.72","1,073.50»ó½Â2.00","1,073.10",1.0000
2014.02.21,"1,081.80","1,061.20","1,090.25","1,052.75","1,071.50ÇÏ¶ô-3.50","1,071.90",1.0000
2014.02.20,"1,085.40","1,064.60","1,093.81","1,056.19","1,075.00»ó½Â9.50","1,067.10",1.0000
2014.02.19,"1,075.80","1,055.20","1,084.14","1,046.86","1,065.50","1,064.10",1.0000
2014.02.18,"1,075.80","1,055.20","1,084.14","1,046.86","1,065.50»ó½Â5.00","1,060.50",1.0000
2014.02.17,"1,070.70","1,050.30","1,079.05","1,041.95","1,060.50»ó½Â0.50","1,061.90",1.0000
2014.02.14,"1,070.20","1,049.80","1,078.55","1,041.45","1,060.00ÇÏ¶ô-4.00","1,063.90",1.0000
2014.02.13,"1,074.30","1,053.70","1,082.62","1,045.38","1,064.00»ó½Â2.50","1,064.70",1.0000
2014.02.12,"1,071.70","1,051.30","1,080.07","1,042.93","1,061.50ÇÏ¶ô-5.00","1,072.00",1.0000
2014.02.11,"1,076.80","1,056.20","1,085.16","1,047.84","1,066.50ÇÏ¶ô-6.00","1,071.90",1.0000
2014.02.10,"1,082.90","1,062.10","1,091.26","1,053.74","1,072.50ÇÏ¶ô-3.00","1,075.10",1.0000
2014.02.07,"1,085.90","1,065.10","1,094.32","1,056.68","1,075.50ÇÏ¶ô-3.00","1,076.40",1.0000
2014.02.06,"1,088.90","1,068.10","1,097.37","1,059.63","1,078.50»ó½Â0.50","1,079.50",1.0000
2014.02.05,"1,088.40","1,067.60","1,096.86","1,059.14","1,078.00ÇÏ¶ô-3.50","1,086.10",1.0000
2014.02.04,"1,091.90","1,071.10","1,100.42","1,062.58","1,081.50ÇÏ¶ô-4.00","1,082.20",1.0000
2014.02.03,"1,096.00","1,075.00","1,104.49","1,066.51","1,085.50»ó½Â13.00","1,071.10",1.0000
2014.01.29,"1,082.90","1,062.10","1,091.26","1,053.74","1,072.50ÇÏ¶ô-5.50","1,079.20",1.0000
2014.01.28,"1,088.40","1,067.60","1,096.86","1,059.14","1,078.00ÇÏ¶ô-5.00","1,084.10",1.0000
2014.01.27,"1,093.50","1,072.50","1,101.95","1,064.05","1,083.00»ó½Â3.50","1,077.20",1.0000
2014.01.24,"1,089.90","1,069.10","1,098.39","1,060.61","1,079.50»ó½Â4.50","1,071.90",1.0000
2014.01.23,"1,085.40","1,064.60","1,093.81","1,056.19","1,075.00»ó½Â8.00","1,068.40",1.0000
2014.01.22,"1,077.30","1,056.70","1,085.67","1,048.33","1,067.00","1,064.20",1.0000
2014.01.21,"1,077.30","1,056.70","1,085.67","1,048.33","1,067.00»ó½Â3.00","1,063.90",1.0000
2014.01.20,"1,074.30","1,053.70","1,082.62","1,045.38","1,064.00»ó½Â2.50","1,061.00",1.0000
2014.01.17,"1,071.70","1,051.30","1,080.07","1,042.93","1,061.50ÇÏ¶ô-2.50","1,064.20",1.0000
2014.01.16,"1,074.30","1,053.70","1,082.62","1,045.38","1,064.00»ó½Â1.00","1,062.50",1.0000
2014.01.15,"1,073.30","1,052.70","1,081.60","1,044.40","1,063.00»ó½Â3.50","1,058.40",1.0000
2014.01.14,"1,069.70","1,049.30","1,078.04","1,040.96","1,059.50»ó½Â2.50","1,056.50",1.0000
2014.01.13,"1,067.20","1,046.80","1,075.49","1,038.51","1,057.00ÇÏ¶ô-5.50","1,062.80",1.0000
2014.01.10,"1,072.80","1,052.20","1,081.09","1,043.91","1,062.50ÇÏ¶ô-0.50","1,064.80",1.0000
2014.01.09,"1,073.30","1,052.70","1,081.60","1,044.40","1,063.00ÇÏ¶ô-2.50","1,066.00",1.0000
2014.01.08,"1,075.80","1,055.20","1,084.14","1,046.86","1,065.50ÇÏ¶ô-3.00","1,067.90",1.0000
2014.01.07,"1,078.80","1,058.20","1,087.19","1,049.81","1,068.50»ó½Â2.00","1,062.20",1.0000
2014.01.06,"1,076.80","1,056.20","1,085.16","1,047.84","1,066.50»ó½Â11.00","1,054.10",1.0000
2014.01.03,"1,065.70","1,045.30","1,073.97","1,037.03","1,055.50»ó½Â4.50","1,050.40",1.0000
2014.01.02,"1,061.10","1,040.90","1,069.39","1,032.61","1,051.00»ó½Â4.00","1,055.30",1.0000
2013.12.31,"1,057.10","1,036.90","1,065.32","1,028.68","1,047.00ÇÏ¶ô-7.00","1,055.30",1.0000
2013.12.30,"1,064.20","1,043.80","1,072.44","1,035.56","1,054.00ÇÏ¶ô-1.00","1,055.60",1.0000
2013.12.27,"1,065.20","1,044.80","1,073.46","1,036.54","1,055.00ÇÏ¶ô-3.50","1,059.40",1.0000
2013.12.26,"1,068.70","1,048.30","1,077.02","1,039.98","1,058.50","1,060.40",1.0000
2013.12.24,"1,068.70","1,048.30","1,077.02","1,039.98","1,058.50ÇÏ¶ô-2.00","1,061.00",1.0000
2013.12.23,"1,070.70","1,050.30","1,079.05","1,041.95","1,060.50ÇÏ¶ô-0.50","1,061.90",1.0000
2013.12.20,"1,071.20","1,050.80","1,079.56","1,042.44","1,061.00»ó½Â2.50","1,058.10",1.0000
2013.12.19,"1,068.70","1,048.30","1,077.02","1,039.98","1,058.50»ó½Â6.00","1,052.10",1.0000
2013.12.18,"1,062.70","1,042.30","1,070.91","1,034.09","1,052.50»ó½Â0.50","1,051.50",1.0000
2013.12.17,"1,062.20","1,041.80","1,070.41","1,033.59","1,052.00ÇÏ¶ô-0.50","1,052.60",1.0000
2013.12.16,"1,062.70","1,042.30","1,070.91","1,034.09","1,052.50ÇÏ¶ô-1.50","1,053.10",1.0000
2013.12.13,"1,064.20","1,043.80","1,072.44","1,035.56","1,054.00»ó½Â3.00","1,053.50",1.0000
2013.12.12,"1,061.10","1,040.90","1,069.39","1,032.61","1,051.00ÇÏ¶ô-0.50","1,051.90",1.0000
2013.12.11,"1,061.60","1,041.40","1,069.90","1,033.10","1,051.50»ó½Â1.00","1,052.50",1.0000
2013.12.10,"1,060.60","1,040.40","1,068.88","1,032.12","1,050.50ÇÏ¶ô-0.50","1,053.10",1.0000
2013.12.09,"1,061.10","1,040.90","1,069.39","1,032.61","1,051.00ÇÏ¶ô-7.50","1,058.20",1.0000
2013.12.06,"1,068.70","1,048.30","1,077.02","1,039.98","1,058.50ÇÏ¶ô-1.00","1,060.70",1.0000
2013.12.05,"1,069.70","1,049.30","1,078.04","1,040.96","1,059.50ÇÏ¶ô-2.00","1,061.20",1.0000
2013.12.04,"1,071.70","1,051.30","1,080.07","1,042.93","1,061.50»ó½Â1.00","1,061.30",1.0000
2013.12.03,"1,070.70","1,050.30","1,079.05","1,041.95","1,060.50»ó½Â2.50","1,057.70",1.0000
2013.12.02,"1,068.20","1,047.80","1,076.51","1,039.49","1,058.00ÇÏ¶ô-0.50","1,058.90",1.0000
2013.11.29,"1,068.70","1,048.30","1,077.02","1,039.98","1,058.50ÇÏ¶ô-2.50","1,062.10",1.0000
2013.11.28,"1,071.20","1,050.80","1,079.56","1,042.44","1,061.00ÇÏ¶ô-1.50","1,060.90",1.0000
2013.11.27,"1,072.80","1,052.20","1,081.09","1,043.91","1,062.50»ó½Â1.50","1,060.30",1.0000
2013.11.26,"1,071.20","1,050.80","1,079.56","1,042.44","1,061.00","1,060.60",1.0000
2013.11.25,"1,071.20","1,050.80","1,079.56","1,042.44","1,061.00»ó½Â0.50","1,061.60",1.0000
2013.11.22,"1,070.70","1,050.30","1,079.05","1,041.95","1,060.50ÇÏ¶ô-2.00","1,061.90",1.0000
2013.11.21,"1,072.80","1,052.20","1,081.09","1,043.91","1,062.50»ó½Â5.00","1,056.30",1.0000
2013.11.20,"1,067.70","1,047.30","1,076.00","1,039.00","1,057.50»ó½Â2.00","1,055.80",1.0000
2013.11.19,"1,065.70","1,045.30","1,073.97","1,037.03","1,055.50ÇÏ¶ô-1.50","1,060.70",1.0000
2013.11.18,"1,067.20","1,046.80","1,075.49","1,038.51","1,057.00ÇÏ¶ô-6.50","1,066.70",1.0000
2013.11.15,"1,073.80","1,053.20","1,082.11","1,044.89","1,063.50ÇÏ¶ô-4.00","1,067.30",1.0000
2013.11.14,"1,077.80","1,057.20","1,086.18","1,048.82","1,067.50ÇÏ¶ô-5.00","1,072.90",1.0000
2013.11.13,"1,082.90","1,062.10","1,091.26","1,053.74","1,072.50ÇÏ¶ô-0.50","1,070.90",1.0000
2013.11.12,"1,083.40","1,062.60","1,091.77","1,054.23","1,073.00»ó½Â1.00","1,068.50",1.0000
2013.11.11,"1,082.30","1,061.70","1,090.76","1,053.24","1,072.00»ó½Â8.00","1,063.50",1.0000
2013.11.08,"1,074.30","1,053.70","1,082.62","1,045.38","1,064.00»ó½Â3.00","1,060.70",1.0000
2013.11.07,"1,071.20","1,050.80","1,079.56","1,042.44","1,061.00ÇÏ¶ô-0.50","1,062.00",1.0000
