ÀÏÀÚ,¼Û±Ý,,ÇöÂû,,¸Å¸Å±âÁØÀ²,±âÁØÈ¯À²,´ë¹ÌÈ¯»êÀ²
,º¸³»½Ç¶§,¹ÞÀ¸½Ç¶§,»ç½Ç¶§,ÆÄ½Ç¶§,(ÀüÀÏ´ëºñ),,
2015.09.16,"1,186.30","1,163.70","1,195.56","1,154.44","1,175.00ÇÏ¶ô-7.50","1,182.40",1.0000
2015.09.15,"1,193.90","1,171.10","1,203.19","1,161.81","1,182.50","1,181.00",1.0000
2015.09.14,"1,193.90","1,171.10","1,203.19","1,161.81","1,182.50ÇÏ¶ô-3.30","1,183.80",1.0000
2015.09.11,"1,197.30","1,174.30","1,206.55","1,165.05","1,185.80ÇÏ¶ô-0.70","1,195.80",1.0000
2015.09.10,"1,198.00","1,175.00","1,207.26","1,165.74","1,186.50ÇÏ¶ô-6.50","1,192.00",1.0000
2015.09.09,"1,204.50","1,181.50","1,213.87","1,172.13","1,193.00ÇÏ¶ô-5.50","1,203.10",1.0000
2015.09.08,"1,210.10","1,186.90","1,219.47","1,177.53","1,198.50ÇÏ¶ô-6.50","1,202.00",1.0000
2015.09.07,"1,216.60","1,193.40","1,226.08","1,183.92","1,205.00»ó½Â13.50","1,191.00",1.0000
2015.09.04,"1,203.00","1,180.00","1,212.35","1,170.65","1,191.50»ó½Â1.50","1,187.60",1.0000
2015.09.03,"1,201.50","1,178.50","1,210.82","1,169.18","1,190.00»ó½Â6.50","1,178.00",1.0000
2015.09.02,"1,194.90","1,172.10","1,204.21","1,162.79","1,183.50»ó½Â7.50","1,175.60",1.0000
2015.09.01,"1,187.40","1,164.60","1,196.58","1,155.42","1,176.00ÇÏ¶ô-6.50","1,183.00",1.0000
2015.08.31,"1,193.90","1,171.10","1,203.19","1,161.81","1,182.50»ó½Â6.50","1,176.30",1.0000
2015.08.28,"1,187.40","1,164.60","1,196.58","1,155.42","1,176.00ÇÏ¶ô-4.00","1,184.30",1.0000
2015.08.27,"1,191.40","1,168.60","1,200.65","1,159.35","1,180.00ÇÏ¶ô-8.50","1,188.90",1.0000
2015.08.26,"1,200.00","1,177.00","1,209.29","1,167.71","1,188.50»ó½Â5.00","1,194.60",1.0000
2015.08.25,"1,194.90","1,172.10","1,204.21","1,162.79","1,183.50ÇÏ¶ô-19.00","1,198.10",1.0000
2015.08.24,"1,214.10","1,190.90","1,223.54","1,181.46","1,202.50»ó½Â8.50","1,192.00",1.0000
2015.08.21,"1,205.50","1,182.50","1,214.89","1,173.11","1,194.00»ó½Â4.00","1,185.10",1.0000
2015.08.20,"1,201.50","1,178.50","1,210.82","1,169.18","1,190.00»ó½Â6.50","1,185.10",1.0000
2015.08.19,"1,194.90","1,172.10","1,204.21","1,162.79","1,183.50»ó½Â1.50","1,184.70",1.0000
2015.08.18,"1,193.40","1,170.60","1,202.68","1,161.32","1,182.00ÇÏ¶ô-1.50","1,182.20",1.0000
2015.08.17,"1,194.90","1,172.10","1,204.21","1,162.79","1,183.50»ó½Â8.50","1,174.20",1.0000
2015.08.13,"1,186.30","1,163.70","1,195.56","1,154.44","1,175.00ÇÏ¶ô-7.50","1,190.30",1.0000
2015.08.12,"1,193.90","1,171.10","1,203.19","1,161.81","1,182.50»ó½Â4.00","1,170.40",1.0000
2015.08.11,"1,189.90","1,167.10","1,199.12","1,157.88","1,178.50»ó½Â14.50","1,165.30",1.0000
2015.08.10,"1,175.20","1,152.80","1,184.37","1,143.63","1,164.00ÇÏ¶ô-2.00","1,164.30",1.0000
2015.08.07,"1,177.30","1,154.70","1,186.40","1,145.60","1,166.00ÇÏ¶ô-2.50","1,170.20",1.0000
2015.08.06,"1,179.80","1,157.20","1,188.94","1,148.06","1,168.50ÇÏ¶ô-2.50","1,172.10",1.0000
2015.08.05,"1,182.30","1,159.70","1,191.49","1,150.51","1,171.00»ó½Â7.00","1,169.30",1.0000
2015.08.04,"1,175.20","1,152.80","1,184.37","1,143.63","1,164.00ÇÏ¶ô-3.50","1,165.20",1.0000
2015.08.03,"1,178.80","1,156.20","1,187.93","1,147.07","1,167.50ÇÏ¶ô-4.50","1,169.40",1.0000
2015.07.31,"1,183.30","1,160.70","1,192.51","1,151.49","1,172.00»ó½Â1.60","1,166.30",1.0000
2015.07.30,"1,181.70","1,159.10","1,190.88","1,149.92","1,170.40»ó½Â11.90","1,157.90",1.0000
2015.07.29,"1,169.70","1,147.30","1,178.77","1,138.23","1,158.50ÇÏ¶ô-8.00","1,166.20",1.0000
2015.07.28,"1,177.80","1,155.20","1,186.91","1,146.09","1,166.50ÇÏ¶ô-1.30","1,168.90",1.0000
2015.07.27,"1,179.10","1,156.50","1,188.23","1,147.37","1,167.80ÇÏ¶ô-2.60","1,164.60",1.0000
2015.07.24,"1,181.70","1,159.10","1,190.88","1,149.92","1,170.40»ó½Â8.90","1,162.30",1.0000
2015.07.23,"1,172.70","1,150.30","1,181.82","1,141.18","1,161.50»ó½Â8.70","1,152.60",1.0000
2015.07.22,"1,163.90","1,141.70","1,172.97","1,132.63","1,152.80ÇÏ¶ô-1.60","1,158.40",1.0000
2015.07.21,"1,165.50","1,143.30","1,174.60","1,134.20","1,154.40ÇÏ¶ô-0.60","1,151.90",1.0000
2015.07.20,"1,166.20","1,143.80","1,175.21","1,134.79","1,155.00»ó½Â8.80","1,146.30",1.0000
2015.07.17,"1,157.30","1,135.10","1,166.25","1,126.15","1,146.20ÇÏ¶ô-1.50","1,148.40",1.0000
2015.07.16,"1,158.80","1,136.60","1,167.78","1,127.62","1,147.70»ó½Â3.70","1,141.50",1.0000
2015.07.15,"1,155.00","1,133.00","1,164.02","1,123.98","1,144.00»ó½Â2.00","1,139.40",1.0000
2015.07.14,"1,153.00","1,131.00","1,161.98","1,122.02","1,142.00»ó½Â10.20","1,131.50",1.0000
2015.07.13,"1,142.70","1,120.90","1,151.60","1,112.00","1,131.80»ó½Â2.30","1,130.00",1.0000
2015.07.10,"1,140.40","1,118.60","1,149.26","1,109.74","1,129.50ÇÏ¶ô-3.70","1,136.20",1.0000
2015.07.09,"1,144.10","1,122.30","1,153.03","1,113.37","1,133.20ÇÏ¶ô-3.30","1,135.70",1.0000
2015.07.08,"1,147.50","1,125.50","1,156.38","1,116.62","1,136.50»ó½Â3.00","1,129.60",1.0000
2015.07.07,"1,144.40","1,122.60","1,153.33","1,113.67","1,133.50»ó½Â7.50","1,126.30",1.0000
2015.07.06,"1,136.90","1,115.10","1,145.70","1,106.30","1,126.00»ó½Â3.00","1,120.10",1.0000
2015.07.03,"1,133.80","1,112.20","1,142.65","1,103.35","1,123.00ÇÏ¶ô-3.50","1,123.20",1.0000
2015.07.02,"1,137.40","1,115.60","1,146.21","1,106.79","1,126.50»ó½Â6.50","1,118.50",1.0000
2015.07.01,"1,130.80","1,109.20","1,139.60","1,100.40","1,120.00»ó½Â4.00","1,118.30",1.0000
2015.06.30,"1,126.80","1,105.20","1,135.53","1,096.47","1,116.00ÇÏ¶ô-7.00","1,124.10",1.0000
2015.06.29,"1,133.80","1,112.20","1,142.65","1,103.35","1,123.00»ó½Â3.50","1,115.10",1.0000
2015.06.26,"1,130.30","1,108.70","1,139.09","1,099.91","1,119.50»ó½Â8.50","1,109.60",1.0000
2015.06.25,"1,121.70","1,100.30","1,130.44","1,091.56","1,111.00»ó½Â2.50","1,108.40",1.0000
2015.06.24,"1,119.20","1,097.80","1,127.89","1,089.11","1,108.50»ó½Â3.50","1,104.10",1.0000
2015.06.23,"1,115.70","1,094.30","1,124.33","1,085.67","1,105.00»ó½Â4.50","1,099.90",1.0000
2015.06.22,"1,111.10","1,089.90","1,119.75","1,081.25","1,100.50ÇÏ¶ô-7.50","1,104.00",1.0000
2015.06.19,"1,118.70","1,097.30","1,127.39","1,088.61","1,108.00»ó½Â4.00","1,109.90",1.0000
2015.06.18,"1,114.70","1,093.30","1,123.32","1,084.68","1,104.00ÇÏ¶ô-14.50","1,117.60",1.0000
2015.06.17,"1,129.30","1,107.70","1,138.07","1,098.93","1,118.50ÇÏ¶ô-0.50","1,117.30",1.0000
2015.06.16,"1,129.80","1,108.20","1,138.58","1,099.42","1,119.00»ó½Â1.50","1,116.20",1.0000
2015.06.15,"1,128.30","1,106.70","1,137.05","1,097.95","1,117.50»ó½Â0.50","1,111.90",1.0000
2015.06.12,"1,127.80","1,106.20","1,136.54","1,097.46","1,117.00»ó½Â5.50","1,110.40",1.0000
2015.06.11,"1,122.20","1,100.80","1,130.95","1,092.05","1,111.50»ó½Â1.50","1,117.30",1.0000
2015.06.10,"1,120.70","1,099.30","1,129.42","1,090.58","1,110.00ÇÏ¶ô-9.50","1,119.30",1.0000
2015.06.09,"1,130.30","1,108.70","1,139.09","1,099.91","1,119.50ÇÏ¶ô-3.50","1,121.50",1.0000
2015.06.08,"1,133.80","1,112.20","1,142.65","1,103.35","1,123.00»ó½Â10.00","1,112.10",1.0000
2015.06.05,"1,123.70","1,102.30","1,132.47","1,093.53","1,113.00»ó½Â2.50","1,109.90",1.0000
2015.06.04,"1,121.20","1,099.80","1,129.93","1,091.07","1,110.50»ó½Â3.50","1,106.00",1.0000
2015.06.03,"1,117.70","1,096.30","1,126.37","1,087.63","1,107.00ÇÏ¶ô-6.00","1,114.50",1.0000
2015.06.02,"1,123.70","1,102.30","1,132.47","1,093.53","1,113.00»ó½Â0.50","1,111.60",1.0000
2015.06.01,"1,123.20","1,101.80","1,131.96","1,093.04","1,112.50»ó½Â3.50","1,107.60",1.0000
2015.05.29,"1,119.70","1,098.30","1,128.40","1,089.60","1,109.00»ó½Â3.50","1,108.00",1.0000
2015.05.28,"1,116.20","1,094.80","1,124.84","1,086.16","1,105.50»ó½Â1.00","1,107.00",1.0000
2015.05.27,"1,115.20","1,093.80","1,123.82","1,085.18","1,104.50ÇÏ¶ô-2.00","1,098.40",1.0000
2015.05.26,"1,117.20","1,095.80","1,125.86","1,087.14","1,106.50»ó½Â16.00","1,090.80",1.0000
2015.05.22,"1,101.00","1,080.00","1,109.58","1,071.42","1,090.50ÇÏ¶ô-2.00","1,094.40",1.0000
2015.05.21,"1,103.00","1,082.00","1,111.61","1,073.39","1,092.50ÇÏ¶ô-3.30","1,095.20",1.0000
2015.05.20,"1,106.40","1,085.20","1,114.97","1,076.63","1,095.80»ó½Â6.30","1,090.90",1.0000
2015.05.19,"1,100.00","1,079.00","1,108.56","1,070.44","1,089.50»ó½Â3.00","1,085.50",1.0000
2015.05.18,"1,097.00","1,076.00","1,105.51","1,067.49","1,086.50","1,089.20",1.0000
2015.05.15,"1,097.00","1,076.00","1,105.51","1,067.49","1,086.50ÇÏ¶ô-4.50","1,093.60",1.0000
2015.05.14,"1,101.50","1,080.50","1,110.09","1,071.91","1,091.00ÇÏ¶ô-7.00","1,094.90",1.0000
2015.05.13,"1,108.60","1,087.40","1,117.21","1,078.79","1,098.00»ó½Â1.50","1,096.20",1.0000
2015.05.12,"1,107.10","1,085.90","1,115.68","1,077.32","1,096.50»ó½Â4.50","1,089.90",1.0000
2015.05.11,"1,102.50","1,081.50","1,111.11","1,072.89","1,092.00»ó½Â2.00","1,091.30",1.0000
2015.05.08,"1,100.50","1,079.50","1,109.07","1,070.93","1,090.00ÇÏ¶ô-2.70","1,086.60",1.0000
2015.05.07,"1,103.20","1,082.20","1,111.82","1,073.58","1,092.70»ó½Â11.50","1,081.00",1.0000
2015.05.06,"1,091.60","1,070.80","1,100.12","1,062.28","1,081.20»ó½Â0.20","1,080.50",1.0000
2015.05.04,"1,091.40","1,070.60","1,099.91","1,062.09","1,081.00»ó½Â7.00","1,069.50",1.0000
2015.04.30,"1,084.40","1,063.60","1,092.79","1,055.21","1,074.00»ó½Â6.00","1,068.10",1.0000
2015.04.29,"1,078.30","1,057.70","1,086.69","1,049.31","1,068.00ÇÏ¶ô-3.00","1,070.90",1.0000
2015.04.28,"1,081.30","1,060.70","1,089.74","1,052.26","1,071.00ÇÏ¶ô-3.00","1,074.50",1.0000
2015.04.27,"1,084.40","1,063.60","1,092.79","1,055.21","1,074.00ÇÏ¶ô-5.00","1,079.00",1.0000
2015.04.24,"1,089.40","1,068.60","1,097.88","1,060.12","1,079.00ÇÏ¶ô-4.50","1,083.20",1.0000
2015.04.23,"1,094.00","1,073.00","1,102.46","1,064.54","1,083.50»ó½Â4.50","1,081.80",1.0000
2015.04.22,"1,089.40","1,068.60","1,097.88","1,060.12","1,079.00ÇÏ¶ô-3.50","1,083.50",1.0000
2015.04.21,"1,093.00","1,072.00","1,101.44","1,063.56","1,082.50»ó½Â2.50","1,082.70",1.0000
2015.04.20,"1,090.40","1,069.60","1,098.90","1,061.10","1,080.00ÇÏ¶ô-1.00","1,085.10",1.0000
2015.04.17,"1,091.40","1,070.60","1,099.91","1,062.09","1,081.00ÇÏ¶ô-8.00","1,089.00",1.0000
2015.04.16,"1,099.50","1,078.50","1,108.05","1,069.95","1,089.00ÇÏ¶ô-7.50","1,096.00",1.0000
2015.04.15,"1,107.10","1,085.90","1,115.68","1,077.32","1,096.50»ó½Â1.00","1,096.80",1.0000
2015.04.14,"1,106.10","1,084.90","1,114.67","1,076.33","1,095.50ÇÏ¶ô-7.00","1,096.60",1.0000
2015.04.13,"1,113.10","1,091.90","1,121.79","1,083.21","1,102.50»ó½Â8.50","1,094.60",1.0000
2015.04.10,"1,104.60","1,083.40","1,113.14","1,074.86","1,094.00»ó½Â2.50","1,093.90",1.0000
2015.04.09,"1,102.00","1,081.00","1,110.60","1,072.40","1,091.50","1,093.40",1.0000
2015.04.08,"1,102.00","1,081.00","1,110.60","1,072.40","1,091.50»ó½Â0.50","1,089.70",1.0000
2015.04.07,"1,101.50","1,080.50","1,110.09","1,071.91","1,091.00»ó½Â6.00","1,086.00",1.0000
2015.04.06,"1,095.50","1,074.50","1,103.98","1,066.02","1,085.00ÇÏ¶ô-8.00","1,094.60",1.0000
2015.04.03,"1,103.60","1,082.40","1,112.12","1,073.88","1,093.00ÇÏ¶ô-1.50","1,098.00",1.0000
2015.04.02,"1,105.10","1,083.90","1,113.65","1,075.35","1,094.50ÇÏ¶ô-10.00","1,103.80",1.0000
2015.04.01,"1,115.20","1,093.80","1,123.82","1,085.18","1,104.50ÇÏ¶ô-5.00","1,109.40",1.0000
2015.03.31,"1,120.20","1,098.80","1,128.91","1,090.09","1,109.50»ó½Â3.00","1,105.00",1.0000
2015.03.30,"1,117.20","1,095.80","1,125.86","1,087.14","1,106.50","1,104.30",1.0000
2015.03.27,"1,117.20","1,095.80","1,125.86","1,087.14","1,106.50»ó½Â1.50","1,104.20",1.0000
2015.03.26,"1,115.70","1,094.30","1,124.33","1,085.67","1,105.00»ó½Â3.00","1,102.70",1.0000
2015.03.25,"1,112.60","1,091.40","1,121.28","1,082.72","1,102.00","1,107.10",1.0000
2015.03.24,"1,112.60","1,091.40","1,121.28","1,082.72","1,102.00ÇÏ¶ô-13.00","1,115.90",1.0000
2015.03.23,"1,125.80","1,104.20","1,134.51","1,095.49","1,115.00ÇÏ¶ô-11.50","1,121.70",1.0000
2015.03.20,"1,137.40","1,115.60","1,146.21","1,106.79","1,126.50»ó½Â6.50","1,114.00",1.0000
2015.03.19,"1,130.80","1,109.20","1,139.60","1,100.40","1,120.00ÇÏ¶ô-9.50","1,126.60",1.0000
2015.03.18,"1,140.40","1,118.60","1,149.26","1,109.74","1,129.50»ó½Â2.00","1,130.10",1.0000
2015.03.17,"1,138.40","1,116.60","1,147.23","1,107.77","1,127.50ÇÏ¶ô-4.00","1,133.90",1.0000
2015.03.16,"1,142.40","1,120.60","1,151.30","1,111.70","1,131.50»ó½Â2.50","1,125.60",1.0000
2015.03.13,"1,139.90","1,118.10","1,148.75","1,109.25","1,129.00»ó½Â5.00","1,130.90",1.0000
2015.03.12,"1,134.90","1,113.10","1,143.67","1,104.33","1,124.00ÇÏ¶ô-2.50","1,126.60",1.0000
2015.03.11,"1,137.40","1,115.60","1,146.21","1,106.79","1,126.50»ó½Â2.50","1,119.50",1.0000
2015.03.10,"1,134.90","1,113.10","1,143.67","1,104.33","1,124.00»ó½Â13.50","1,110.30",1.0000
2015.03.09,"1,121.20","1,099.80","1,129.93","1,091.07","1,110.50»ó½Â12.00","1,099.50",1.0000
2015.03.06,"1,109.10","1,087.90","1,117.72","1,079.28","1,098.50ÇÏ¶ô-2.00","1,100.10",1.0000
2015.03.05,"1,111.10","1,089.90","1,119.75","1,081.25","1,100.50","1,096.50",1.0000
2015.03.04,"1,111.10","1,089.90","1,119.75","1,081.25","1,100.50»ó½Â3.00","1,100.00",1.0000
2015.03.03,"1,108.10","1,086.90","1,116.70","1,078.30","1,097.50ÇÏ¶ô-4.00","1,102.50",1.0000
2015.03.02,"1,112.10","1,090.90","1,120.77","1,082.23","1,101.50»ó½Â1.80","1,099.50",1.0000
2015.02.27,"1,110.30","1,089.10","1,118.94","1,080.46","1,099.70»ó½Â3.70","1,099.20",1.0000
2015.02.26,"1,106.60","1,085.40","1,115.18","1,076.82","1,096.00ÇÏ¶ô-2.50","1,102.50",1.0000
2015.02.25,"1,109.10","1,087.90","1,117.72","1,079.28","1,098.50ÇÏ¶ô-13.50","1,108.60",1.0000
2015.02.24,"1,122.70","1,101.30","1,131.46","1,092.54","1,112.00»ó½Â2.00","1,109.80",1.0000
2015.02.23,"1,120.70","1,099.30","1,129.42","1,090.58","1,110.00»ó½Â5.00","1,101.30",1.0000
2015.02.17,"1,115.70","1,094.30","1,124.33","1,085.67","1,105.00»ó½Â3.00","1,098.70",1.0000
2015.02.16,"1,112.60","1,091.40","1,121.28","1,082.72","1,102.00»ó½Â2.00","1,098.40",1.0000
2015.02.13,"1,110.60","1,089.40","1,119.25","1,080.75","1,100.00ÇÏ¶ô-8.00","1,107.50",1.0000
2015.02.12,"1,118.70","1,097.30","1,127.39","1,088.61","1,108.00»ó½Â7.50","1,096.90",1.0000
2015.02.11,"1,111.10","1,089.90","1,119.75","1,081.25","1,100.50»ó½Â8.50","1,090.80",1.0000
2015.02.10,"1,102.50","1,081.50","1,111.11","1,072.89","1,092.00ÇÏ¶ô-3.50","1,097.00",1.0000
2015.02.09,"1,106.10","1,084.90","1,114.67","1,076.33","1,095.50»ó½Â5.50","1,088.30",1.0000
2015.02.06,"1,100.50","1,079.50","1,109.07","1,070.93","1,090.00ÇÏ¶ô-1.00","1,089.20",1.0000
2015.02.05,"1,101.50","1,080.50","1,110.09","1,071.91","1,091.00»ó½Â5.00","1,089.20",1.0000
2015.02.04,"1,096.50","1,075.50","1,105.00","1,067.00","1,086.00ÇÏ¶ô-13.50","1,098.30",1.0000
2015.02.03,"1,110.10","1,088.90","1,118.74","1,080.26","1,099.50ÇÏ¶ô-2.50","1,101.20",1.0000
2015.02.02,"1,112.60","1,091.40","1,121.28","1,082.72","1,102.00»ó½Â6.00","1,095.90",1.0000
2015.01.30,"1,106.60","1,085.40","1,115.18","1,076.82","1,096.00»ó½Â1.00","1,090.80",1.0000
2015.01.29,"1,105.60","1,084.40","1,114.16","1,075.84","1,095.00»ó½Â11.50","1,082.90",1.0000
2015.01.28,"1,094.00","1,073.00","1,102.46","1,064.54","1,083.50»ó½Â5.00","1,082.10",1.0000
2015.01.27,"1,088.90","1,068.10","1,097.37","1,059.63","1,078.50ÇÏ¶ô-3.50","1,079.30",1.0000
2015.01.26,"1,092.40","1,071.60","1,100.93","1,063.07","1,082.00ÇÏ¶ô-1.00","1,084.10",1.0000
2015.01.23,"1,093.50","1,072.50","1,101.95","1,064.05","1,083.00ÇÏ¶ô-2.00","1,085.30",1.0000
2015.01.22,"1,095.50","1,074.50","1,103.98","1,066.02","1,085.00»ó½Â0.50","1,086.80",1.0000
2015.01.21,"1,095.00","1,074.00","1,103.47","1,065.53","1,084.50ÇÏ¶ô-3.00","1,084.40",1.0000
2015.01.20,"1,098.00","1,077.00","1,106.53","1,068.47","1,087.50»ó½Â8.50","1,079.80",1.0000
2015.01.19,"1,089.40","1,068.60","1,097.88","1,060.12","1,079.00»ó½Â1.50","1,077.30",1.0000
2015.01.16,"1,087.90","1,067.10","1,096.35","1,058.65","1,077.50ÇÏ¶ô-2.50","1,084.10",1.0000
2015.01.15,"1,090.40","1,069.60","1,098.90","1,061.10","1,080.00ÇÏ¶ô-1.50","1,079.90",1.0000
2015.01.14,"1,091.90","1,071.10","1,100.42","1,062.58","1,081.50ÇÏ¶ô-2.00","1,081.50",1.0000
2015.01.13,"1,094.00","1,073.00","1,102.46","1,064.54","1,083.50ÇÏ¶ô-1.00","1,083.00",1.0000
2015.01.12,"1,095.00","1,074.00","1,103.47","1,065.53","1,084.50ÇÏ¶ô-6.50","1,092.20",1.0000
2015.01.09,"1,101.50","1,080.50","1,110.09","1,071.91","1,091.00ÇÏ¶ô-5.00","1,098.50",1.0000
2015.01.08,"1,106.60","1,085.40","1,115.18","1,076.82","1,096.00ÇÏ¶ô-6.00","1,099.70",1.0000
2015.01.07,"1,112.60","1,091.40","1,121.28","1,082.72","1,102.00»ó½Â2.50","1,103.90",1.0000
2015.01.06,"1,110.10","1,088.90","1,118.74","1,080.26","1,099.50ÇÏ¶ô-11.50","1,108.70",1.0000
2015.01.05,"1,121.70","1,100.30","1,130.44","1,091.56","1,111.00»ó½Â6.00","1,102.60",1.0000
2015.01.02,"1,115.70","1,094.30","1,124.33","1,085.67","1,105.00»ó½Â16.50","1,099.20",1.0000
2014.12.31,"1,099.00","1,078.00","1,107.54","1,069.46","1,088.50ÇÏ¶ô-7.00","1,099.20",1.0000
2014.12.30,"1,106.10","1,084.90","1,114.67","1,076.33","1,095.50ÇÏ¶ô-2.50","1,098.20",1.0000
2014.12.29,"1,108.60","1,087.40","1,117.21","1,078.79","1,098.00ÇÏ¶ô-1.00","1,099.50",1.0000
2014.12.26,"1,109.60","1,088.40","1,118.23","1,079.77","1,099.00ÇÏ¶ô-3.00","1,104.30",1.0000
2014.12.24,"1,112.60","1,091.40","1,121.28","1,082.72","1,102.00","1,100.50",1.0000
2014.12.23,"1,112.60","1,091.40","1,121.28","1,082.72","1,102.00»ó½Â5.50","1,097.30",1.0000
2014.12.22,"1,107.10","1,085.90","1,115.68","1,077.32","1,096.50ÇÏ¶ô-3.00","1,101.30",1.0000
2014.12.19,"1,110.10","1,088.90","1,118.74","1,080.26","1,099.50ÇÏ¶ô-0.50","1,103.20",1.0000
2014.12.18,"1,110.60","1,089.40","1,119.25","1,080.75","1,100.00»ó½Â3.50","1,088.10",1.0000
2014.12.17,"1,107.10","1,085.90","1,115.68","1,077.32","1,096.50»ó½Â12.00","1,092.40",1.0000
2014.12.16,"1,095.00","1,074.00","1,103.47","1,065.53","1,084.50ÇÏ¶ô-15.50","1,103.00",1.0000
2014.12.15,"1,110.60","1,089.40","1,119.25","1,080.75","1,100.00ÇÏ¶ô-2.00","1,103.90",1.0000
2014.12.12,"1,112.60","1,091.40","1,121.28","1,082.72","1,102.00»ó½Â1.50","1,098.10",1.0000
2014.12.11,"1,111.10","1,089.90","1,119.75","1,081.25","1,100.50ÇÏ¶ô-3.50","1,104.50",1.0000
2014.12.10,"1,114.70","1,093.30","1,123.32","1,084.68","1,104.00ÇÏ¶ô-5.00","1,112.00",1.0000
2014.12.09,"1,119.70","1,098.30","1,128.40","1,089.60","1,109.00ÇÏ¶ô-10.50","1,118.30",1.0000
2014.12.08,"1,130.30","1,108.70","1,139.09","1,099.91","1,119.50»ó½Â4.50","1,113.20",1.0000
2014.12.05,"1,125.80","1,104.20","1,134.51","1,095.49","1,115.00","1,115.80",1.0000
2014.12.04,"1,125.80","1,104.20","1,134.51","1,095.49","1,115.00»ó½Â2.50","1,114.40",1.0000
2014.12.03,"1,123.20","1,101.80","1,131.96","1,093.04","1,112.50»ó½Â2.00","1,106.80",1.0000
2014.12.02,"1,121.20","1,099.80","1,129.93","1,091.07","1,110.50","1,116.20",1.0000
2014.12.01,"1,121.20","1,099.80","1,129.93","1,091.07","1,110.50»ó½Â2.50","1,105.00",1.0000
2014.11.28,"1,118.70","1,097.30","1,127.39","1,088.61","1,108.00»ó½Â10.00","1,101.10",1.0000
2014.11.27,"1,108.60","1,087.40","1,117.21","1,078.79","1,098.00ÇÏ¶ô-9.50","1,107.00",1.0000
2014.11.26,"1,118.20","1,096.80","1,126.88","1,088.12","1,107.50ÇÏ¶ô-3.50","1,112.80",1.0000
2014.11.25,"1,121.70","1,100.30","1,130.44","1,091.56","1,111.00ÇÏ¶ô-2.50","1,112.20",1.0000
2014.11.24,"1,124.30","1,102.70","1,132.98","1,094.02","1,113.50»ó½Â0.50","1,110.90",1.0000
2014.11.21,"1,123.70","1,102.30","1,132.47","1,093.53","1,113.00ÇÏ¶ô-2.50","1,113.10",1.0000
2014.11.20,"1,126.30","1,104.70","1,135.02","1,095.98","1,115.50»ó½Â8.80","1,104.20",1.0000
2014.11.19,"1,117.40","1,096.00","1,126.06","1,087.34","1,106.70»ó½Â7.20","1,098.90",1.0000
2014.11.18,"1,110.10","1,088.90","1,118.74","1,080.26","1,099.50»ó½Â4.50","1,097.00",1.0000
2014.11.17,"1,105.60","1,084.40","1,114.16","1,075.84","1,095.00ÇÏ¶ô-5.00","1,099.60",1.0000
2014.11.14,"1,110.60","1,089.40","1,119.25","1,080.75","1,100.00»ó½Â3.50","1,097.50",1.0000
2014.11.13,"1,107.10","1,085.90","1,115.68","1,077.32","1,096.50»ó½Â1.00","1,098.50",1.0000
2014.11.12,"1,106.10","1,084.90","1,114.67","1,076.33","1,095.50»ó½Â0.50","1,089.90",1.0000
2014.11.11,"1,105.60","1,084.40","1,114.16","1,075.84","1,095.00»ó½Â10.00","1,085.20",1.0000
2014.11.10,"1,095.50","1,074.50","1,103.98","1,066.02","1,085.00ÇÏ¶ô-8.50","1,092.50",1.0000
2014.11.07,"1,104.10","1,082.90","1,112.63","1,074.37","1,093.50»ó½Â7.50","1,089.10",1.0000
2014.11.06,"1,096.50","1,075.50","1,105.00","1,067.00","1,086.00ÇÏ¶ô-2.00","1,078.70",1.0000
2014.11.05,"1,098.50","1,077.50","1,107.04","1,068.96","1,088.00»ó½Â10.00","1,079.90",1.0000
2014.11.04,"1,088.40","1,067.60","1,096.86","1,059.14","1,078.00»ó½Â4.50","1,075.10",1.0000
2014.11.03,"1,083.90","1,063.10","1,092.28","1,054.72","1,073.50»ó½Â6.50","1,058.80",1.0000
2014.10.31,"1,077.30","1,056.70","1,085.67","1,048.33","1,067.00»ó½Â10.00","1,054.00",1.0000
2014.10.30,"1,067.20","1,046.80","1,075.49","1,038.51","1,057.00»ó½Â9.00","1,047.00",1.0000
2014.10.29,"1,058.10","1,037.90","1,066.34","1,029.66","1,048.00ÇÏ¶ô-1.50","1,050.60",1.0000
2014.10.28,"1,059.60","1,039.40","1,067.86","1,031.14","1,049.50ÇÏ¶ô-3.00","1,052.60",1.0000
2014.10.27,"1,062.70","1,042.30","1,070.91","1,034.09","1,052.50ÇÏ¶ô-5.50","1,059.30",1.0000
2014.10.24,"1,068.20","1,047.80","1,076.51","1,039.49","1,058.00»ó½Â1.50","1,055.40",1.0000
2014.10.23,"1,066.70","1,046.30","1,074.98","1,038.02","1,056.50»ó½Â5.00","1,053.70",1.0000
2014.10.22,"1,061.60","1,041.40","1,069.90","1,033.10","1,051.50ÇÏ¶ô-3.50","1,054.50",1.0000
2014.10.21,"1,065.20","1,044.80","1,073.46","1,036.54","1,055.00ÇÏ¶ô-5.00","1,060.40",1.0000
2014.10.20,"1,070.20","1,049.80","1,078.55","1,041.45","1,060.00ÇÏ¶ô-5.00","1,062.70",1.0000
2014.10.17,"1,075.30","1,054.70","1,083.63","1,046.37","1,065.00»ó½Â3.00","1,059.90",1.0000
2014.10.16,"1,072.30","1,051.70","1,080.58","1,043.42","1,062.00ÇÏ¶ô-2.50","1,065.80",1.0000
